Latitude,Longitude,Altitude
51.6621364,8.7298739,149.0
49.5097979,11.4328545,340.0
50.5733851,10.5108912,328.0
49.673448,8.6138361,101.0
49.5951649,10.4295846,309.0
49.9746605,8.5324158,102.0
50.559788,8.5013472,155.0
52.4415452,13.0417555,34.0
49.4741031,8.7153274,250.0
49.7044352,10.9559111,334.0
50.4531308,10.9220064,501.0
49.5441103,10.2245273,326.0
52.2992269,8.7487711,55.0
49.800174,10.1577949,200.0
50.9266601,11.5894281,147.0
51.3408556,9.3714387,399.0
51.7198032,8.7580428,123.0
49.8759432,8.6623221,163.0
50.7994176,12.8736868,370.0
50.800006,12.8753008,364.0
52.5024159,13.3325662,42.0
52.1952399,9.6016671,85.0
50.2709514,9.9166148,489.0
49.5516852,8.8131673,495.0
50.9692449,12.7786717,246.0
50.5433767,8.4094449,147.0
51.7831526,8.8162677,144.0
50.6280284,8.733645,297.0
51.4878822,9.1498992,205.0
49.8722315,10.215827,194.0
49.8851907,8.9868545,284.0
49.8661653,10.2277446,208.0
50.6220109,12.3034379,378.0
50.3382014,8.483004,403.0
49.3291325,8.6920234,125.0
49.800153,9.9561406,195.0
49.8007379,9.9589551,192.0
49.8005539,9.9548559,190.0
50.3650029,8.7407634,155.0
50.3657241,8.7426718,150.0
49.8175078,8.6450681,122.0
49.8141356,11.2164453,413.0
51.6741043,12.3841033,83.0
50.9924672,11.3614769,208.0
52.4991726,8.9035237,36.0
49.956527,8.4283082,98.0
50.1007104,8.6882471,101.0
49.5383928,9.5903875,380.0
52.452746,8.7928344,42.0
49.5829978,11.0175625,285.0
51.5511912,10.3821829,188.0
51.1713795,8.985845,352.0
50.7456073,9.6958066,398.0
50.7624836,9.7973024,309.0
49.1277836,8.5069926,106.0
50.3265917,11.9193391,477.0
50.591175,11.5958251,510.0
52.1907832,9.5665456,141.0
50.5721972,10.4504877,459.0
49.4457448,11.0761157,312.0
49.9933316,8.8773134,131.0
51.2301955,12.7233258,146.0
50.4182826,8.7671906,228.0
50.7175644,9.9570625,283.0
51.2172737,12.7191564,167.0
50.1119318,11.4371505,299.0
50.1111358,11.4360846,301.0
51.8693509,9.1969366,249.0
49.4494329,11.0767474,313.0
49.7239226,11.0348288,339.0
49.8729078,8.659049,149.0
50.0512134,8.5839279,116.0
50.5275844,13.1331126,617.0
49.4876314,8.4743781,99.0
50.5057391,9.3307468,509.0
50.5100717,9.333547,513.0
49.5434953,10.2324745,325.0
51.4772977,11.9681463,90.0
49.7435312,9.7177095,351.0
52.2998871,9.4649125,124.0
49.6592699,10.1381691,222.0
50.1402747,8.6460946,108.0
51.9016922,10.3313457,295.0
50.4125152,11.0475591,457.0
49.7039626,10.2565392,250.0
52.3689653,9.803441,68.0
49.4657837,10.9328861,367.0
51.3619694,8.8039812,350.0
51.6497419,12.4171279,98.0
50.9783683,10.3255629,219.0
51.8511004,9.8417687,174.0
51.9060979,8.7287471,167.0
49.2758201,12.3011282,388.0
49.1428781,9.2177305,163.0
52.1831297,10.8915674,183.0
49.7650674,11.3065068,439.0
50.7755682,12.5634167,349.0
49.0978128,8.6920657,239.0
49.0148304,13.1251892,724.0
49.2112789,9.5359885,273.0
51.3388336,12.3800565,117.0
49.3729663,8.9608357,263.0
49.6187415,9.5948537,233.0
50.0907664,11.8717241,653.0
49.8910018,10.8940516,246.0
50.2293206,8.6271667,164.0
51.122234,13.1233506,172.0
49.6211125,9.6611649,185.0
49.6215727,9.6592439,188.0
49.6216895,9.6591279,193.0
49.1992053,9.4973223,224.0
50.3764375,9.5247589,322.0
49.6234105,9.6617015,184.0
49.1816991,10.0699415,432.0
49.11763,11.8728307,513.0
50.775119,10.8879272,337.0
49.4136953,10.1540694,315.0
52.1150533,9.2941295,103.0
51.3338172,12.6142821,151.0
49.7606186,9.5187851,146.0
49.1665303,11.8312696,496.0
49.1682903,11.8287314,502.0
49.1857137,11.6879401,492.0
49.2554087,11.6112144,507.0
51.1505455,11.8079185,132.0
49.066806,10.5670004,493.0
49.1272541,10.8427548,422.0
49.0513479,11.7722489,502.0
49.6887943,8.4510722,93.0
52.4391942,9.2252501,73.0
52.5232103,9.7478524,59.0
50.3318612,8.7515991,158.0
49.8929432,9.8350961,167.0
49.8944032,9.8334794,168.0
50.8210397,10.1164639,255.0
52.1513945,9.9486374,87.0
51.4626638,9.4670233,278.0
49.826272,8.7483507,206.0
49.8571162,8.7557968,207.0
52.1515543,10.6512578,116.0
51.7729703,10.4260771,608.0
50.2840239,8.6422993,272.0
49.9438073,11.5684456,340.0
49.0325462,11.9453659,447.0
51.5868111,10.7856936,276.0
51.593084,10.7863468,304.0
49.7993476,11.2001473,299.0
51.1730074,9.2410004,251.0
50.48625,9.1086055,257.0
52.0189171,8.5311094,119.0
49.9755422,9.0431284,137.0
49.1192629,10.934687,414.0
50.8349993,12.9199938,301.0
49.357559,9.3511148,210.0
52.2620275,10.5287832,74.0
51.9058521,9.2424356,194.0
50.3821102,11.5717535,677.0
49.8950757,10.8796184,241.0
52.3126613,9.6675723,66.0
51.0693504,11.0414476,161.0
52.1621767,8.9760935,183.0
50.349143,8.4830677,389.0
52.1198425,11.6298788,60.0
50.8823304,11.6125746,174.0
49.0345654,11.7618615,514.0
49.7035752,10.0246777,184.0
51.934699,8.8736139,139.0
49.5905623,9.306749,291.0
49.2058158,12.0296958,378.0
49.7442434,11.248574,403.0
50.5734829,9.2971073,494.0
49.0602394,10.0938809,418.0
50.2954915,11.9185792,529.0
49.2818319,9.3630437,299.0
49.8059765,12.165836,457.0
49.9917444,11.9423008,660.0
51.670735,8.6044222,98.0
49.9826552,11.9361758,638.0
52.3767778,9.7473398,60.0
51.7669115,9.3736419,131.0
49.500913,11.4141938,343.0
50.0485291,8.9364422,119.0
50.0489369,8.9370945,120.0
49.7713827,11.411151,385.0
49.7772093,11.4166454,399.0
52.4576199,9.7985333,63.0
49.7943933,9.735475,231.0
49.621778,9.6586672,193.0
49.3182077,8.5685889,115.0
51.7721635,9.3809293,96.0
51.7722912,9.3813157,96.0
52.0458125,9.0212217,177.0
51.6599261,9.9951296,235.0
51.7675284,9.3543578,188.0
50.0135327,8.805915,149.0
49.6816594,12.221673,538.0
49.683145,12.2226063,523.0
51.7669602,9.3775839,101.0
50.2392311,11.7191787,604.0
49.0637971,13.1373831,912.0
52.0103844,11.7319649,52.0
52.009356,11.7368693,52.0
51.1727907,11.4244725,208.0
51.3713403,9.5754758,139.0
51.5561925,11.9528128,95.0
52.0095372,11.7188908,52.0
52.0095002,11.717672,53.0
51.9005524,10.4473543,332.0
52.3386746,13.227636,46.0
50.7204412,10.4477912,299.0
52.2893541,8.9145372,59.0
50.0747401,11.7690478,689.0
50.0697807,11.7750413,714.0
52.0140167,11.7196987,50.0
49.5258789,8.6796428,210.0
52.4453609,10.5388332,54.0
50.2046938,10.0123177,326.0
52.0622972,11.7883985,48.0
49.3083972,8.6341894,106.0
52.1647058,12.6061312,75.0
49.3666915,11.683934,436.0
49.7383565,11.0796237,273.0
49.7044768,10.1047056,291.0
50.9363591,11.5926011,144.0
49.2891751,10.5539552,426.0
49.697307,8.6021353,97.0
51.1991748,8.5233262,690.0
50.8758076,12.9082492,286.0
50.7084913,12.7785015,429.0
51.5538097,8.5594718,230.0
51.7602871,8.7642526,123.0
49.8781824,10.8783497,307.0
50.0079014,10.55114,219.0
49.1483735,10.4210036,475.0
50.8353204,12.9193757,299.0
49.5087847,10.2842134,363.0
49.9877577,8.4366943,98.0
49.2608959,9.3538808,250.0
49.1696117,8.6860352,227.0
51.7579171,10.171761,157.0
50.5137227,10.035719,728.0
50.3952868,8.8046836,165.0
49.1414116,9.3111296,227.0
49.1411816,9.3109701,227.0
49.1504247,9.2889956,191.0
49.2250118,9.8759155,302.0
49.8563405,12.1739525,528.0
49.2024526,12.0560908,387.0
51.3411388,9.4425725,228.0
50.3911518,11.6860348,452.0
52.3279457,12.7473319,37.0
49.1525411,11.9670751,422.0
51.8602785,12.0569639,52.0
50.3319949,8.5664517,303.0
49.6436756,9.2194179,168.0
52.3677838,9.0093909,43.0
49.6450165,9.2198433,165.0
51.3393102,12.3691439,113.0
52.4390251,9.4907921,44.0
49.8660262,10.174039,277.0
49.7495772,11.2188061,314.0
49.2721754,8.8434342,154.0
49.2688696,8.8440832,157.0
50.9753255,10.3339657,233.0
50.9771581,10.3273115,222.0
50.9774254,10.3232429,223.0
50.9385998,10.2614878,298.0
51.390806,9.4568863,241.0
51.4388389,11.9736186,94.0
49.2185462,8.6581688,124.0
50.9764463,10.3251477,225.0
50.9763006,10.3227958,225.0
50.6945674,12.4254847,322.0
52.4037867,13.2589674,39.0
