Latitude,Longitude,Altitude
49.0408387,13.2294275,588.0
51.3566938,8.4197458,339.0
52.3110214,12.9300053,53.0
50.1162666,8.6704007,109.0
49.1170686,10.8571401,439.0
51.1154453,12.8417728,233.0
50.3823488,10.0296449,601.0
51.5728374,9.0005263,380.0
49.571575,10.2964385,373.0
50.3130168,11.9306619,476.0
49.9914259,8.7359488,175.0
50.4232262,12.9693787,915.0
52.3322819,9.1895681,66.0
49.9433085,10.4440004,355.0
49.9389247,10.4687335,476.0
49.4844108,8.4754868,97.0
50.1089344,11.4580225,309.0
50.8079545,8.777651,185.0
52.3464413,12.5261745,35.0
52.2734355,11.8616538,54.0
49.7534424,12.3861565,778.0
50.8400619,12.9146557,297.0
49.4078406,8.8362563,121.0
51.3160928,12.4061716,141.0
50.716233,12.4956917,267.0
50.7132599,12.495307,267.0
49.4550185,8.7158458,508.0
50.5774658,10.4937415,352.0
50.5769197,10.4931444,356.0
49.762007,9.512734,141.0
51.188737,10.0544149,170.0
50.0280255,10.4759119,221.0
51.9564706,9.2452543,106.0
49.2213758,12.1121136,366.0
52.1006576,9.3675051,69.0
49.5358491,8.497218,98.0
49.835419,10.7184086,297.0
49.5944235,11.0066647,285.0
51.1442066,9.8800468,237.0
50.9863315,12.9892762,287.0
49.5556577,11.3221,376.0
50.6741721,10.9021127,549.0
50.9337643,11.0240696,316.0
50.958722,11.0113064,228.0
49.3148432,11.0416902,369.0
52.0166072,8.7499131,93.0
49.4578646,10.6321163,328.0
49.5111203,10.6376698,402.0
51.8295549,8.8662143,222.0
51.8298413,8.8668455,223.0
49.3212264,10.995875,384.0
50.2286292,12.8642614,385.0
49.3371328,9.318829,331.0
49.61188,10.6541325,305.0
49.580604,10.9298271,315.0
51.3102229,9.6734807,265.0
49.6906361,8.7221758,484.0
50.9764955,10.3194819,223.0
51.8664125,9.0935457,145.0
49.5481901,11.3647451,383.0
49.5140333,11.2831898,331.0
49.1417673,9.3750712,237.0
49.4412231,8.465765,90.0
49.0908093,9.7811289,511.0
49.3286343,9.3161908,335.0
49.0317763,11.6124069,411.0
50.2923477,9.3982733,196.0
49.3181955,9.1323333,143.0
49.3182504,9.1324994,143.0
49.3177225,9.134861,146.0
49.3180834,9.1345555,146.0
50.0199763,10.950005,288.0
49.0701844,9.7701139,379.0
49.9923861,9.5736735,165.0
49.7672502,11.4100432,374.0
49.2030138,9.5048792,238.0
49.4396692,8.8010492,314.0
51.3260423,9.1709636,283.0
49.8782277,11.1490256,457.0
49.8785157,8.6506279,146.0
50.0061837,11.1701173,474.0
49.7385146,9.9344119,286.0
49.0424047,9.0943384,227.0
50.1908623,10.0553417,244.0
49.1952547,9.499274,229.0
49.4497245,9.4256252,312.0
50.5590803,9.6850488,277.0
50.5728614,10.4200441,300.0
50.5970775,12.9706253,573.0
49.9197481,9.1480206,123.0
49.9741885,8.5689281,100.0
51.7622572,10.1693438,170.0
52.5078571,13.3074111,38.0
51.8679287,11.2566778,146.0
51.1850374,10.0078328,176.0
51.1848033,10.0081677,175.0
52.4666554,13.2752115,53.0
49.1228626,8.5997874,118.0
49.3026622,10.5103696,443.0
50.5810677,10.4139326,288.0
50.5011102,12.1860394,395.0
49.5230993,8.6632257,139.0
50.057343,10.2826155,211.0
49.5909274,11.005179,286.0
49.9420768,10.9572684,264.0
50.7278184,12.4551715,351.0
49.862314,11.1832537,489.0
49.3969851,10.440553,455.0
50.0034054,10.1188005,227.0
52.3803139,9.7430381,58.0
49.3405748,9.0950054,189.0
52.3407422,9.7026314,63.0
49.4853248,8.4783028,106.0
50.8756095,12.0471652,318.0
52.5178246,13.2085557,31.0
50.1053266,9.3787157,423.0
49.0200254,12.0885849,342.0
52.1045915,10.380576,113.0
50.6098405,10.6951242,444.0
50.6645221,10.7781928,865.0
50.7448046,9.8139544,415.0
51.3272601,12.330403,121.0
51.7354983,9.7908587,258.0
50.8536037,8.4664945,345.0
51.0063004,10.1609986,207.0
49.7910826,8.6770723,230.0
52.5058453,13.3294087,38.0
50.1610325,8.649923,108.0
50.1575367,8.4722647,231.0
49.2728478,9.391716,277.0
52.1103228,9.0956484,122.0
50.6384757,9.3948104,307.0
50.0240328,8.9338675,139.0
49.4476662,8.9709373,296.0
49.8433632,8.6450134,154.0
50.9722133,11.0253605,198.0
49.1525351,9.4943401,392.0
50.6594771,9.3692076,355.0
49.1681276,8.6244674,112.0
49.1625286,8.6362836,132.0
50.0989417,10.2161728,324.0
49.8311824,9.1103738,159.0
51.4911286,10.4162964,340.0
51.8646613,9.096123,135.0
52.3763979,12.920999,47.0
50.3107084,11.8971856,540.0
49.4463672,11.8548816,380.0
49.5199927,9.7488363,203.0
49.3735677,8.963855,242.0
49.3542233,11.0541262,313.0
50.9921411,11.7160492,224.0
51.5742618,9.4453669,181.0
49.869116,8.7572345,186.0
51.6829379,8.6979183,129.0
50.2424914,9.3515313,307.0
51.6777429,9.7133513,376.0
51.3357603,9.5301648,199.0
49.2020274,12.0644754,396.0
49.843666,8.7089618,221.0
49.6373647,9.4403725,246.0
49.7224236,9.9605988,258.0
50.1902124,9.2703066,196.0
49.5126595,11.4377624,346.0
49.5130036,11.4393906,345.0
50.2918251,9.3956289,172.0
51.3065678,12.3781841,124.0
51.0864496,11.6240592,132.0
51.0871987,11.6248464,134.0
51.7502387,11.9712948,81.0
50.5261493,10.02174,547.0
50.110732,8.4491415,202.0
51.9978481,9.6829549,207.0
51.087595,11.6227953,142.0
49.9763256,8.4561928,89.0
49.9850774,8.7128909,212.0
50.1906942,10.0878499,321.0
50.1910302,10.0872307,319.0
50.1620448,11.8443407,563.0
51.9883552,9.7160492,176.0
51.2074701,8.5373439,670.0
49.5975128,11.2123633,320.0
51.0889052,11.6304498,129.0
50.6914767,10.0984112,659.0
50.2564469,8.6430229,196.0
50.7163517,12.4778444,288.0
50.7172715,12.5024694,270.0
49.3822412,11.0404622,319.0
52.494652,9.862206,54.0
52.4925964,9.859012,54.0
51.3270907,9.4408927,201.0
50.0982389,10.7858664,268.0
49.1585938,11.9516755,348.0
50.102063,9.1163725,148.0
52.3677822,9.0337191,45.0
51.177943,12.8351934,217.0
49.4452173,11.8609724,380.0
52.3608023,9.0075587,43.0
49.1510591,10.3928068,484.0
51.4684247,8.518758,342.0
51.4452744,8.5505198,362.0
52.4319424,9.3154039,38.0
49.8102259,9.9857699,211.0
49.9028616,10.7861705,336.0
51.0520767,10.3970414,340.0
50.5535912,9.6725135,260.0
51.3395049,9.6625268,267.0
51.873728,10.2574867,516.0
50.8146563,9.6361458,208.0
49.4644157,9.0975165,503.0
49.5195014,10.6329173,401.0
49.4291271,10.6252044,442.0
51.3740736,9.6555482,391.0
49.3572572,8.9907165,208.0
51.3801803,9.6326332,337.0
51.3316602,9.5820824,266.0
49.2385402,10.2679171,493.0
50.1903724,11.2771326,300.0
51.7635698,10.8281271,435.0
51.1526943,12.9854103,152.0
52.3782285,9.8110446,58.0
50.7883054,8.7389961,309.0
49.4817306,9.0037079,162.0
49.2573288,8.60206,112.0
49.4425626,9.1543648,414.0
49.3706829,8.8388068,216.0
52.3776211,9.9743725,61.0
50.2311953,9.3699059,210.0
49.4519803,11.0705623,310.0
49.3025649,8.6505993,108.0
51.9679656,9.147076,313.0
50.1642009,9.2584279,226.0
50.2276399,8.6172097,188.0
49.1383552,10.3156738,503.0
49.1386701,10.3156139,503.0
51.7001343,10.428554,353.0
50.5008196,8.4183321,210.0
49.1660861,9.4904491,289.0
49.3753259,10.1901447,420.0
51.635435,10.6333252,368.0
52.2715929,10.440063,82.0
49.297081,11.302712,451.0
51.1670242,9.3826363,205.0
50.337873,8.524517,303.0
51.9274599,10.2044255,223.0
49.4514998,11.0742423,317.0
49.3532657,9.2276804,276.0
52.3476646,9.8296376,76.0
49.2075149,10.1448661,507.0
50.60874,10.6859271,426.0
50.6107994,10.6910415,434.0
49.2112678,10.6494237,449.0
49.2114746,10.6498085,449.0
49.2861738,10.7882283,442.0
52.5033844,13.3226861,43.0
50.0681379,10.9607706,257.0
51.2324874,9.3211659,368.0
52.1194996,11.6310389,57.0
50.2776149,11.4479931,363.0
50.065875,10.9602806,257.0
51.3195996,9.5078468,143.0
51.7126289,8.7509443,131.0
49.706961,8.8396315,267.0
49.9023322,10.3465564,241.0
49.9036894,10.3503587,242.0
50.9784389,11.3267888,224.0
51.630778,12.2639669,88.0
52.2658156,10.5204784,74.0
51.3721058,8.7077764,377.0
51.373073,8.7138532,385.0
49.9908585,8.7133663,185.0
49.3189918,9.4620389,300.0
50.5712871,10.009377,492.0
49.1134806,10.8386855,471.0
50.0043932,12.608102,592.0
52.4900623,10.5709053,56.0
51.3477612,12.425265,120.0
52.4382765,10.60865,61.0
50.7903516,11.6027051,264.0
50.1062967,11.2624335,346.0
49.4923672,8.4736254,102.0
49.4921401,8.4745162,99.0
49.4783096,8.4546393,95.0
51.85959,11.5887093,73.0
50.0891932,9.0665414,142.0
51.3396593,12.3729868,121.0
50.1064806,8.7636328,113.0
49.4996465,8.471178,100.0
49.9256145,12.0825952,789.0
52.055433,9.367425,75.0
49.967448,9.9785862,281.0
51.1988299,9.2989263,191.0
49.395587,11.1640897,361.0
50.1132969,8.6153201,98.0
50.6198891,12.8420177,597.0
52.4208466,13.1152491,82.0
50.6829764,12.5422326,322.0
49.2028628,8.6469951,120.0
49.2028711,8.6472304,120.0
50.2640819,11.5210545,429.0
50.574586,10.5089298,324.0
50.8650461,13.325254,477.0
52.06508,9.163578,207.0
50.1939459,10.0804949,215.0
52.0425323,8.9164452,170.0
49.3147025,9.1460373,247.0
50.9319982,13.3023448,375.0
49.4798804,8.4700558,97.0
50.103321,11.6486448,480.0
49.3993338,9.0089198,362.0
49.9464992,11.5691771,340.0
52.3647667,9.7468666,58.0
52.3664,9.7455667,58.0
52.3405723,9.7663622,62.0
52.3680872,9.7440849,60.0
52.3550615,9.7542447,59.0
49.998308,10.9733331,361.0
50.7287331,10.1969475,382.0
51.2263494,12.3255139,123.0
49.0879933,13.2488134,718.0
51.5732534,9.4221954,145.0
51.0195032,13.3428906,246.0
49.4644723,10.6565428,326.0
51.2430951,9.4574166,257.0
50.0889247,8.448586,136.0
50.6707489,9.7649329,260.0
51.9566455,9.7325954,214.0
49.3492875,8.9098605,267.0
50.5555937,8.6822378,206.0
49.8668819,8.7580275,186.0
49.1244306,8.5998073,119.0
50.7199418,12.4948508,267.0
50.7204278,12.4943194,267.0
49.5702343,8.8212454,376.0
49.3738353,8.9809752,225.0
50.4278618,12.070526,391.0
51.3533473,13.1341488,192.0
49.9745989,9.155773,137.0
49.9746534,9.1557337,137.0
49.7640697,9.3995102,166.0
49.3500197,8.9107565,281.0
49.3525287,8.9135782,302.0
50.9894108,13.1542756,324.0
50.1769574,8.6286678,146.0
51.4805603,11.973992,93.0
50.7156505,12.476872,289.0
49.9762118,10.8883104,246.0
52.1418684,9.931652,97.0
50.9718046,13.1273631,309.0
51.2878272,9.6157536,190.0
52.0073334,9.710661,255.0
51.3172779,9.4981885,171.0
50.2124309,10.0901639,303.0
52.1681615,9.2496127,66.0
52.3672501,9.7450346,58.0
52.3584705,9.7520542,58.0
52.2306757,9.2368692,166.0
52.2671828,9.0472166,62.0
52.289428,8.9338501,44.0
49.0415159,12.543358,614.0
51.8388305,10.4511305,416.0
52.1496211,9.9731654,104.0
51.9407703,9.7964017,129.0
50.0803715,8.5449414,94.0
49.4805374,8.4794235,103.0
52.102191,10.0298305,91.0
52.3510467,9.7553786,60.0
50.2163063,10.0521636,310.0
51.9547693,9.823164,148.0
50.5759034,8.5640906,165.0
50.3229819,10.2197297,240.0
49.7056699,8.8581837,213.0
49.4132914,8.7081342,117.0
49.4088903,8.6938003,121.0
49.4126713,8.7118726,120.0
50.7188612,12.4898227,267.0
51.2889895,9.624851,198.0
49.5662472,8.7021699,162.0
50.1802852,11.5240817,383.0
49.7214517,9.9657032,270.0
49.3416106,11.052034,329.0
51.3170845,9.4974069,176.0
49.2434857,10.3825415,496.0
51.8547279,12.0442903,57.0
49.6975987,11.3004711,560.0
50.7208462,12.4949912,267.0
49.4695219,11.9701633,425.0
51.282597,9.6343343,206.0
49.2357521,8.8639276,213.0
49.9715504,10.7181087,228.0
52.3655192,9.8511067,59.0
50.9184175,11.5576924,323.0
49.6245649,9.9475147,274.0
50.1051253,11.7042921,514.0
52.3657708,13.0843506,54.0
52.3660089,13.0841,60.0
52.3622428,13.0851912,59.0
49.0809323,10.3212468,441.0
49.0618157,10.3359494,440.0
49.06949,10.3168458,448.0
52.0112068,8.7062736,122.0
52.0108709,8.7068561,119.0
49.8521385,9.8830812,291.0
50.6276195,8.6352091,228.0
50.6206073,10.7723598,839.0
49.8814511,12.1092691,517.0
49.2527475,8.8729793,158.0
49.2526723,8.8728883,158.0
52.2049418,10.5261525,76.0
49.3383387,10.6611735,422.0
51.8764989,10.130528,162.0
51.7190167,8.7585379,125.0
50.2155125,10.1068665,301.0
52.4106984,12.5380037,33.0
52.4103118,12.5370948,33.0
49.3689384,10.7061091,339.0
50.7202935,9.0188804,238.0
52.3920702,9.7218762,58.0
49.3479398,8.6919246,117.0
50.0664393,11.70316,489.0
49.4789993,10.9889416,300.0
51.724226,8.7534995,111.0
49.4602254,10.8445552,368.0
50.8350597,10.3522117,438.0
50.8325093,12.9326525,305.0
50.200374,8.5839004,200.0
51.6197735,10.2558829,200.0
51.6201466,10.2559299,214.0
49.309739,9.4700277,207.0
50.8337603,10.3602197,463.0
52.1550732,9.9505026,86.0
51.2136047,12.3387537,136.0
51.3826943,9.1499975,208.0
51.3899515,9.1244509,259.0
49.741703,8.8566808,214.0
49.0382296,9.1911752,226.0
49.0301827,12.1250945,337.0
51.2125652,11.7699314,117.0
51.2108749,11.7694862,109.0
49.302896,8.6421041,110.0
50.2491846,10.1941988,246.0
50.8361599,12.9171287,301.0
50.836527,12.9163034,299.0
49.0464901,8.4641805,114.0
49.7950467,11.1769399,338.0
49.1682255,10.3311378,452.0
49.1734023,10.8876977,485.0
50.1502749,8.6900942,145.0
50.7258972,10.0839519,508.0
50.2465782,10.9874273,307.0
51.4849656,9.0351644,302.0
52.0835874,9.234771,221.0
51.4119741,9.1371123,213.0
52.0828904,13.1663174,49.0
49.3088065,9.4720229,201.0
50.8627976,13.0151573,286.0
50.8488552,12.9174103,325.0
49.3059807,9.1527952,149.0
49.0644178,8.7178223,237.0
49.7570074,9.929138,261.0
49.4186153,11.1808,351.0
51.7862268,10.9482589,313.0
49.168315,8.8542127,226.0
52.3541923,13.3071016,46.0
52.3551235,13.3082768,44.0
51.2940567,9.999362,217.0
49.4439251,11.8546469,381.0
49.4434411,11.8558985,377.0
51.1675023,10.3350825,435.0
51.1659545,10.3626264,424.0
49.5283634,8.8636598,231.0
49.7436221,9.9288278,215.0
50.9560579,11.5819532,282.0
51.1645852,10.3122071,371.0
51.7277221,10.8964891,475.0
51.1695354,10.3832632,332.0
50.6523787,9.8044712,325.0
49.1451169,9.2240261,167.0
49.1420617,9.2253537,168.0
49.1750865,10.9249913,374.0
49.9737044,9.1506951,133.0
49.9755056,9.1426997,132.0
49.989774,8.6934682,163.0
52.242387,9.6427611,114.0
49.9633345,9.1267267,118.0
49.9630102,9.1262975,117.0
49.1407002,9.2168872,164.0
51.0584976,8.7938148,274.0
49.8619206,10.9110491,271.0
52.0626036,11.7824561,47.0
49.8115501,10.1702813,257.0
49.7635413,9.9484839,179.0
49.8774024,8.6632391,162.0
51.736342,11.218459,212.0
51.7251199,8.7530654,110.0
51.725,8.7529073,110.0
52.4245951,9.226726,114.0
50.8353056,10.0882629,248.0
50.5030533,9.479019,376.0
49.3630885,11.4574936,422.0
50.6248408,9.8731991,342.0
49.0851609,9.452295,513.0
52.2780004,9.3510354,84.0
49.2533264,12.3124622,380.0
50.9531809,10.0375371,227.0
50.5795944,11.9964109,441.0
50.5806054,11.9973937,440.0
52.2858131,12.9002246,85.0
49.9573188,8.849021,139.0
50.7881839,9.7155932,228.0
49.0434299,9.0952675,228.0
51.0593427,8.7383622,323.0
51.0590106,8.7371169,320.0
51.8735153,9.7777117,228.0
49.0946545,9.7735166,405.0
49.0998915,9.779095,370.0
49.6603624,10.9785837,322.0
52.1038588,9.9608971,96.0
49.4536735,10.9713773,331.0
50.328081,11.919988,501.0
50.3247886,11.9240769,475.0
50.5961634,10.7888928,656.0
50.6190032,11.1529034,346.0
50.1418273,8.7205993,138.0
50.1420269,8.7205748,138.0
50.1406178,8.7194103,134.0
50.1286632,8.706021,133.0
50.1290751,8.7074637,132.0
51.7147167,10.5245931,628.0
50.96021,11.0602508,234.0
51.3426128,12.378545,121.0
51.3340326,12.3716807,113.0
51.3363028,12.3387444,111.0
49.895275,10.9307654,256.0
51.3176581,9.9136495,180.0
49.3712103,11.0844628,340.0
51.687222,10.2438498,195.0
49.456628,11.0882302,316.0
50.5808158,12.7055086,499.0
50.6838072,10.7000657,733.0
51.8899786,12.6193982,97.0
49.4516344,10.6449349,339.0
52.4104754,10.7517148,88.0
51.8263046,9.1233861,153.0
49.1227907,12.7952057,515.0
51.7097996,10.5135252,562.0
49.4471277,8.89943,127.0
50.7025462,8.4606569,282.0
49.7723647,8.4728376,88.0
51.3247612,8.9229033,269.0
49.9347203,10.6295985,339.0
52.2097086,13.098597,38.0
51.8759598,10.5472544,387.0
51.4884719,11.9740639,102.0
49.4862682,12.5940347,561.0
51.5295983,9.0325028,205.0
50.8536947,8.6800845,220.0
51.480787,11.9190586,91.0
51.4794621,11.9175895,84.0
51.4805424,11.94262,80.0
51.5978812,10.2421364,161.0
50.3156215,10.2222466,231.0
52.3723451,12.4278547,36.0
49.1635507,13.3646166,878.0
50.3235925,10.2367405,317.0
50.2592579,10.9629587,298.0
52.4495599,13.2748627,48.0
50.5896314,9.7120117,354.0
50.8174633,8.7739597,185.0
50.9176877,9.0526555,363.0
49.1114679,9.7393879,323.0
52.4633301,13.3245251,50.0
50.7339892,13.1008703,505.0
51.7177739,8.7567185,126.0
49.5073379,8.5063703,106.0
50.6369358,8.4374729,329.0
52.089707,12.5387891,129.0
50.7131467,12.3912143,291.0
50.5345084,8.4192897,213.0
49.6479797,8.49905,93.0
49.3098339,9.4700096,207.0
50.11623,8.4195664,170.0
49.7030756,12.4248329,597.0
52.2623933,10.5281784,79.0
50.5936021,9.7588031,345.0
51.3126042,9.6661782,251.0
49.194836,9.351455,239.0
49.3576032,9.418067,340.0
50.4260919,10.3072291,271.0
50.4288951,9.1808705,344.0
50.0504042,8.5667819,115.0
50.0504388,8.5668702,115.0
49.400666,9.5069008,295.0
52.1057935,9.3544563,69.0
49.4711362,8.9976403,190.0
51.7525757,11.9751481,78.0
50.1258996,8.6211317,102.0
49.8595376,12.303606,506.0
50.5568963,10.3930792,417.0
50.07536,8.9501126,108.0
49.1280568,12.8728971,458.0
52.5158081,13.2612612,62.0
50.5395058,8.427427,156.0
50.5387898,8.4278776,163.0
49.5598277,8.4891457,100.0
50.9303228,11.6789593,243.0
49.1989919,12.7201299,570.0
50.6212017,12.527047,365.0
52.0891889,9.9968554,117.0
49.1588247,11.9520146,348.0
50.1444064,9.3917522,345.0
51.3147632,9.4980996,164.0
50.2948179,8.6742672,231.0
52.3743946,9.040486,40.0
49.8049469,12.1849711,484.0
49.086767,12.8520863,560.0
50.5474089,9.6753415,260.0
50.5244723,8.66512,189.0
49.8264232,9.4972412,242.0
50.0024194,10.2951361,230.0
49.0636152,9.7718684,468.0
49.0673917,9.783676,484.0
49.1030592,9.7464041,286.0
49.5072374,8.5112656,103.0
49.4109446,8.6941874,123.0
51.8787635,10.5575772,273.0
51.0006746,9.094148,353.0
50.8555546,12.7937979,367.0
52.3860344,9.7241555,60.0
51.7015006,10.4913409,511.0
51.5154554,11.2350069,291.0
49.671644,9.7718806,297.0
51.3641178,10.0750307,232.0
50.4924808,9.9104659,649.0
52.0261801,8.5298784,119.0
49.0643719,10.5465031,524.0
49.0643354,10.5515402,495.0
50.3261793,9.4885804,186.0
49.4991839,9.0256757,234.0
50.0133011,8.8393173,153.0
50.0136097,8.8391879,148.0
50.0566026,9.3138318,462.0
49.4105302,8.7055678,123.0
49.6201325,9.3096491,253.0
49.6213579,9.3083893,250.0
49.4122789,8.7128482,123.0
49.5593837,11.3655341,502.0
51.9905338,8.9499624,153.0
52.3228425,9.3922744,159.0
50.3276831,9.5940457,298.0
51.5110809,10.7850078,188.0
52.2765393,9.8064186,58.0
51.0410553,9.148753,334.0
51.3320797,12.3539972,112.0
50.0556637,8.90987,127.0
52.3027913,9.4640109,111.0
51.8801206,8.5433669,100.0
50.1610305,8.73844,207.0
50.5548863,8.5020977,164.0
50.7307952,13.1292353,575.0
52.1252789,13.1615579,47.0
52.1285517,13.1655162,47.0
51.3984902,10.0392063,294.0
52.3656391,13.0299578,43.0
52.3657113,13.0299719,43.0
50.1133546,8.6470633,103.0
49.4519277,11.0787574,312.0
49.506721,8.5292628,104.0
49.163892,8.6261029,113.0
49.1009639,8.9016401,228.0
50.5433778,8.4463027,177.0
52.1737977,9.7258626,75.0
52.1733963,9.726303,75.0
51.7331348,9.2189689,203.0
50.6710969,12.9496598,514.0
50.6717244,12.9495693,516.0
51.3164842,9.5006517,163.0
49.4986237,12.2026473,379.0
50.6700558,12.9555725,493.0
51.3101818,10.3420495,331.0
51.3124406,10.33869,326.0
51.3097047,10.3405242,325.0
49.2792314,9.1305299,168.0
51.9913345,8.7908207,100.0
49.9059314,11.2238869,438.0
49.4600106,11.0825689,324.0
50.6707147,12.9539127,497.0
51.4877172,11.9742974,103.0
52.2809323,11.661559,70.0
50.0683166,10.6305259,415.0
50.3700941,9.4554476,295.0
50.9834616,12.4319374,211.0
50.9829403,12.4360245,198.0
49.4494945,11.0744461,315.0
49.4481835,11.0862933,311.0
49.4410802,11.083707,313.0
50.1136503,8.6128629,98.0
49.2974923,9.6508082,214.0
51.0285948,11.5165368,164.0
50.7715455,12.6687963,340.0
52.3381325,9.8358372,86.0
52.338892,9.834578,82.0
50.4097882,10.1854376,322.0
51.9754452,11.4695185,101.0
51.976843,11.471061,102.0
51.6675171,12.7190615,130.0
50.7590478,11.2708855,279.0
50.7592262,11.2908594,262.0
49.3914416,11.1106176,357.0
50.3955454,9.1388516,261.0
49.4639817,8.6455179,107.0
50.982367,12.4364776,193.0
51.5160049,11.9342091,82.0
49.0810569,12.8616308,488.0
52.1588659,9.7910064,82.0
50.3509456,8.9860997,172.0
49.563987,10.6086626,363.0
49.4511381,11.0838974,309.0
52.0996853,10.0393044,106.0
52.2883397,8.9181512,51.0
49.164158,9.4526922,230.0
50.2229225,9.3422172,290.0
49.8619182,8.7285044,215.0
50.1824396,9.0069688,140.0
50.2863846,8.4622191,404.0
50.2815453,8.4583256,410.0
50.2860902,8.4620367,404.0
49.3932924,8.4380684,100.0
49.3615402,11.2666419,371.0
49.3638293,11.2592951,384.0
49.364398,11.2635011,392.0
49.3657077,11.2660642,401.0
50.3735823,8.6941971,176.0
52.2273141,10.9099834,108.0
49.0409071,9.445795,339.0
49.4381041,11.2709928,368.0
50.9015509,11.190099,460.0
50.9015362,11.1913093,462.0
49.4548044,10.9766632,311.0
49.1340087,11.1217095,410.0
49.478655,10.98347,298.0
49.7693003,9.5043899,281.0
49.4009854,9.0704311,138.0
51.39735,8.5747364,432.0
49.4760478,10.9908463,300.0
49.4780504,10.9909579,298.0
49.4882711,8.4421365,100.0
49.4742057,10.9878248,306.0
49.8748791,8.6582204,151.0
50.3361169,8.5335061,296.0
50.0696443,8.9161754,145.0
50.0854902,8.9034749,124.0
50.4842283,11.3914099,446.0
50.484129,11.3912155,456.0
49.4325636,8.4597478,88.0
49.9801271,9.1425117,132.0
49.3952112,9.0011778,325.0
49.2570873,10.6623877,471.0
51.9214749,9.8144686,212.0
50.5252165,8.8063633,218.0
50.8602003,12.7310959,357.0
50.3696916,10.0272444,622.0
50.6553797,9.7243558,296.0
49.6287701,10.9313049,291.0
51.7191434,8.7230493,117.0
49.5910461,11.0050661,286.0
49.7558772,11.9296969,445.0
49.7563645,11.9300229,444.0
49.6841839,8.7877847,355.0
52.3863062,9.723854,60.0
49.4005994,9.2798577,278.0
49.6429628,8.6415797,110.0
52.3915706,13.1866683,53.0
51.8391921,12.4266806,64.0
52.2836738,9.4851083,153.0
49.4847616,11.8655869,391.0
50.2077296,8.742163,136.0
49.9818007,10.5551951,251.0
51.9231257,9.8677501,201.0
51.9185585,9.8703244,243.0
49.8977937,10.8901576,241.0
50.020009,10.9493692,281.0
49.677018,12.1633963,402.0
50.1451525,8.5603772,145.0
50.2236711,8.6226775,170.0
50.2269421,8.6179526,187.0
49.6184802,12.3445264,578.0
50.7019507,9.7844672,345.0
49.4101694,8.6916552,119.0
51.3266007,11.1766862,124.0
51.3294661,11.1775371,120.0
49.9083564,12.5310633,656.0
49.9084467,12.5309009,656.0
49.9084523,12.5306909,653.0
49.9085451,12.5307185,653.0
49.9090942,12.5315987,656.0
49.4795222,8.4746602,99.0
50.8615559,10.576374,412.0
49.69461,8.550858,99.0
49.6972197,8.549136,98.0
51.484862,11.9671837,90.0
49.4082706,8.6856858,120.0
51.1202119,9.12782,261.0
51.4501084,11.804707,113.0
49.3283324,8.8336789,152.0
52.2556683,10.5961602,80.0
49.4450219,8.9956014,225.0
50.3034477,8.5688137,315.0
49.4643296,8.5664704,103.0
51.0873855,10.3496502,232.0
49.943431,8.4993331,100.0
52.2482845,10.5648685,87.0
49.4723532,11.6050264,547.0
51.7531629,11.455089,111.0
50.1386425,9.825047,240.0
49.4667476,12.2137372,436.0
52.1475413,9.9315392,80.0
50.3658425,11.6409245,582.0
52.2881794,8.9212345,47.0
51.345059,9.5602008,179.0
49.7969154,9.9282908,179.0
49.1552807,12.3454728,537.0
51.4996101,11.9830052,118.0
51.0668965,11.6923214,157.0
50.5372564,8.4118634,173.0
51.241686,11.636951,119.0
51.9491319,9.7331684,228.0
51.9493382,9.731654,217.0
51.9590727,9.7413293,201.0
51.9554273,9.7354571,207.0
49.0171379,12.0554465,346.0
50.0277661,10.3290981,222.0
50.0280252,10.328903,222.0
49.519324,8.5670838,100.0
50.7549769,9.8155286,380.0
49.5087781,11.4315087,342.0
49.5081787,11.4309681,341.0
49.5080491,11.430907,341.0
49.5073674,11.4284384,336.0
49.5221046,8.655175,103.0
50.2422616,8.6458625,183.0
52.2701899,9.7660283,67.0
52.270516,9.7658715,67.0
51.5934922,10.5892465,309.0
50.6412524,11.6300725,433.0
51.5203027,9.5534244,390.0
49.1818382,12.8622317,412.0
50.0903976,10.6959323,323.0
49.595751,11.5235734,495.0
49.2611673,9.3625289,271.0
52.3704682,9.7369629,59.0
52.3722654,9.7380794,60.0
51.1407938,10.23784,268.0
50.6221594,8.4547493,273.0
50.7016545,12.176572,248.0
49.0202841,9.1019805,243.0
49.4734133,11.19703,324.0
51.0959532,9.0840761,377.0
50.1156983,8.9119375,107.0
50.1264697,8.9346563,109.0
50.2239379,8.6064089,186.0
51.5590744,11.9543057,102.0
50.1194263,8.7834428,102.0
49.4319785,10.536613,461.0
51.7211825,8.8709985,301.0
51.5772176,11.6090929,193.0
50.7091957,9.7214868,247.0
49.0394133,9.0840301,231.0
49.0872721,9.2450519,306.0
50.4822648,8.6296833,230.0
50.1819877,8.4642406,388.0
50.826361,10.2316906,266.0
49.8793413,8.6563806,144.0
51.4690475,12.0300553,90.0
51.4694493,12.0299214,90.0
51.3318564,9.4493084,201.0
50.4895287,11.1038471,838.0
49.5085027,8.9652301,240.0
51.5785571,9.4285983,121.0
50.062357,11.7035226,445.0
50.136917,9.182933,243.0
52.0843349,9.6118328,107.0
52.1130218,9.5617158,125.0
51.5728539,9.4186822,139.0
49.1754222,8.6759869,138.0
49.7316525,8.814692,302.0
49.7408108,8.8538444,216.0
