Latitude,Longitude,Rated_output,Socket_1,P1,Socket_2,P2,Socket_3,P3,Socket_4,P4,Elevation
48.77218,9.16735,30,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,280
48.77098,9.15964,30,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,291
48.7609014,9.1725936,30,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22,,,,,301
48.766161,9.179216,22,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,308
48.76692468,9.172865138,22,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,270
48.81603,9.1789,30,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,293
48.76416,9.17762,30,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,302
48.76677,9.17609,30,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,283
48.76441,9.17369,30,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,285
48.766316,9.176497,30,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,286
48.77,9.183889,150,"DC Kupplung Combo, DC CHAdeMO",75,,,,,,,308
48.783901,9.19004,30,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22,,,,,263
48.776704,9.185683,22,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,254
48.770651,9.179983,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,269
48.775006,9.185871,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,263
48.773011,9.186497,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,275
48.76343536,9.185731888,11,AC Kupplung Typ 2,11,,,,,,,395
48.773904,9.194399,22,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,360
48.779343,9.19502,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,329
48.77144,9.19499,30,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,380
48.77144,9.19499,30,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,380
48.77775,9.19664,30,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,346
48.776199,9.20442,30,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22,,,,,295
48.77952468,9.207583609,22,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,276
48.77032,9.20166,30,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,354
48.77032,9.20166,30,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,354
48.7853283,9.212970569,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,247
48.7853283,9.212970569,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,247
48.7853283,9.212970569,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,247
48.781007,9.227022,75,DC Kupplung Combo,75,AC Steckdose Typ 2,22,,,,,224
48.787707,9.219073,98,AC Kupplung Typ 2,43,"DC Kupplung Combo, DC CHAdeMO",50,,,,,222
48.225835,8.38511,30,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22,,,,,431
48.7803,9.191509,30,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22,,,,,301
48.783001,9.22005,30,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22,,,,,237
48.783699,9.2103,30,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22,,,,,259
48.7864,9.20983,30,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22,,,,,261
48.782235,9.201187,30,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,283
48.78587318,9.21600584,22,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,231
48.78855208,9.208388295,22,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,260
48.78428261,9.195652446,22,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,313
48.78314,9.217139,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,257
48.78245,9.22637,30,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,221
48.801169,9.172876,11,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,343
48.801169,9.172876,11,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,,,,,343
48.797872,9.211598,93,AC Kupplung Typ 2,43,"DC Kupplung Combo, DC CHAdeMO",50,,,,,226
48.796809,9.208284,30,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,224
48.786999,9.19245,30,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22,,,,,247
48.787087,9.189956,300,DC Kupplung Combo,300,"DC Kupplung Combo, DC CHAdeMO",300,,,,,234
48.786188,9.197759,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,296
48.789323,9.201694,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,258
48.832717,9.1571159,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,294
48.832717,9.1571159,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,294
48.832717,9.1571159,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,294
48.832717,9.1571159,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,294
48.8056545,9.1890611,22,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,271
48.8022,9.17337,30,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22,,,,,337
48.799066,9.193421,30,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,255
48.790221,9.180149,22,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,273
48.7932453,9.1904653,22,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,255
48.80099124,9.189741611,22,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,268
48.80686331,9.18857214,22,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,276
48.7922436,9.18038288,22,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,267
48.792876,9.19024,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,255
48.795742,9.190102,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,264
48.802166,9.18175,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,297
48.79855,9.1757,30,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,345
48.79637,9.18149,30,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,285
48.79918,9.19316,30,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,260
48.802166,9.18175,30,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,297
48.78993,9.17927,30,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,280
48.81,9.16378,44,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,,,,,278
48.78775329,9.151611328,22,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,379
48.78775329,9.151611328,22,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,379
48.800302,9.162312,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,374
48.7901,9.170601,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,350
48.81603,9.1625,30,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,283
48.79017,9.15923,30,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,340
48.79173,9.15744,30,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,385
48.775101,9.15128,30,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22,,,,,303
48.779876,9.1563287,30,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,297
48.77702,9.15456,30,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,290
48.783392,9.157673,22,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,296
48.78176941,9.157522917,22,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,296
48.77874992,9.138849342,22,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,409
48.778747,9.148019,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,348
48.783753,9.147563,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,389
48.77553,9.14808,30,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,309
48.77997,9.15589,30,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,297
48.7793007,9.1286001,22,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,349
48.77518363,9.126988649,22,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,405
48.78148,9.12383,30,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,387
48.7695,9.142028,150,DC Kupplung Combo,150,DC Kupplung Combo,150,AC Steckdose Typ 2,22,,,369
48.769467,9.141966,30,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,369
48.769473,9.141997,30,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,369
48.769477,9.142033,30,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,369
48.770142,9.154409,30,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,308
48.771005,9.1448083,30,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,365
48.773534,9.1546348,30,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,304
48.77213438,9.154958725,22,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,305
48.77400311,9.148156671,22,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,331
48.77416,9.145965,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,326
48.77425,9.15219,30,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,309
48.77116,9.15134,30,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,322
48.76921,9.14719,30,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,357
48.76774073,9.147401219,320,DC Kupplung Combo,160,DC Kupplung Combo,160,,,,,373
48.766005,9.161806,30,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,292
48.758301,9.15921,30,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22,,,,,303
48.76503575,9.161683141,22,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,281
48.76503575,9.161683141,22,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,281
48.76014605,9.15707767,22,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,288
48.75952009,9.153413773,22,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,290
48.75748,9.14801,30,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,293
48.778395,9.233296,93,"DC Kupplung Combo, DC CHAdeMO",50,AC Kupplung Typ 2,43,,,,,225
48.776222,9.237475,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,225
48.7713013,9.2453003,22,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,227
48.7881012,9.2483101,22,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,231
48.7756996,9.2585201,22,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,224
48.77617348,9.241873026,22,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,226
48.788713,9.236721,22,AC Steckdose Typ 2,22,,,,,,,224
48.788731,9.236776,22,AC Steckdose Typ 2,22,,,,,,,224
48.788733,9.236783,22,AC Steckdose Typ 2,22,,,,,,,224
48.788751,9.236837,22,AC Steckdose Typ 2,22,,,,,,,224
48.788753,9.236844,22,AC Steckdose Typ 2,22,,,,,,,224
48.788774,9.236903,22,AC Steckdose Typ 2,22,,,,,,,224
48.788791,9.236958,22,AC Steckdose Typ 2,22,,,,,,,224
48.788793,9.236964,22,AC Steckdose Typ 2,22,,,,,,,224
48.788812,9.237019,22,AC Steckdose Typ 2,22,,,,,,,224
48.78881201,9.237019012,22,AC Steckdose Typ 2,22,,,,,,,224
48.78764,9.234101,22,AC Steckdose Typ 2,22,,,,,,,225
48.787657,9.234149,22,AC Steckdose Typ 2,22,,,,,,,225
48.7876575,9.2341495,22,AC Steckdose Typ 2,22,,,,,,,225
48.787689,9.234206,22,AC Steckdose Typ 2,22,,,,,,,224
48.7876895,9.2342065,22,AC Steckdose Typ 2,22,,,,,,,224
48.787712,9.234251,22,AC Steckdose Typ 2,22,,,,,,,224
48.787657,9.234149,22,AC Steckdose Typ 2,22,,,,,,,225
48.787743,9.23431,22,AC Steckdose Typ 2,22,,,,,,,224
48.7877435,9.2343105,22,AC Steckdose Typ 2,22,,,,,,,224
48.787775,9.234366,22,AC Steckdose Typ 2,22,,,,,,,224
48.7877755,9.2343665,22,AC Steckdose Typ 2,22,,,,,,,224
48.787821,9.234436,22,AC Steckdose Typ 2,22,,,,,,,224
48.7878215,9.2344365,22,AC Steckdose Typ 2,22,,,,,,,224
48.787877,9.234541,22,AC Steckdose Typ 2,22,,,,,,,224
48.7878775,9.2345415,22,AC Steckdose Typ 2,22,,,,,,,224
48.787926,9.234648,22,AC Steckdose Typ 2,22,,,,,,,224
48.7879265,9.2346485,22,AC Steckdose Typ 2,22,,,,,,,224
48.787971,9.234746,22,AC Steckdose Typ 2,22,,,,,,,224
48.787984,9.234785,22,AC Steckdose Typ 2,22,,,,,,,224
48.788,9.234838,22,AC Steckdose Typ 2,22,,,,,,,224
48.794901,9.238211,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,224
48.794901,9.238211,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,224
48.794901,9.238211,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,224
48.794901,9.238211,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,224
48.782622,9.24662,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,227
48.782465,9.246534,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,223
48.782173,9.246842,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,223
48.782137,9.246882,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,223
48.782581,9.246664,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,227
48.782512,9.24675,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,226
48.782694,9.246546,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,227
48.782437,9.246828,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,223
48.782473,9.246793,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,223
48.782393,9.246608,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,223
48.782426,9.246568,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,223
48.78266,9.246578,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,227
48.782502,9.246485,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,227
48.782356,9.246648,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,223
48.782319,9.246693,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,223
48.782401,9.246867,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,223
48.782327,9.246943,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,223
48.782363,9.246903,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,223
48.782401,9.246867,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,223
48.782607,9.246368,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,227
48.782534,9.24645,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,227
48.782573,9.246408,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,227
48.782247,9.246775,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,223
48.782542,9.246714,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,226
48.782254,9.247026,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,223
48.782218,9.247065,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,223
48.78229,9.246987,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,223
48.78221,9.246802,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,223
48.790423,9.25533,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,278
48.780294,9.250937,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,229
48.783438,9.257355,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,255
48.77509,9.23688,30,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,229
48.79421,9.24207,30,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,233
48.756825,9.273416,20,"AC Steckdose Typ 2, DC Kupplung Combo, DC CHAdeMO",20,,,,,,,234
48.7627983,9.26793,22,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,229
48.7756004,9.2787905,22,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,281
48.76147924,9.264483178,22,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,,,,,228
48.7615561,9.264382101,22,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,,,,,228
48.76162071,9.264361561,22,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,,,,,228
48.76168658,9.264337978,22,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,,,,,229
48.76159678,9.264352122,22,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,,,,,228
48.761648,9.26434227,22,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,,,,,228
48.76161687,9.264376828,22,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,,,,,228
48.76156263,9.2643797,22,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,,,,,228
48.76151437,9.264410177,22,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,,,,,228
48.761342,9.264487,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,228
48.76136,9.264551,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,228
48.761377,9.264616,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,228
48.761397,9.264676,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,228
48.761416,9.264738,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,228
48.761436,9.264812,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,228
48.761452,9.264876,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,228
48.755149,9.2654,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,231
48.75511,9.265429,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,231
48.755061,9.265456,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,231
48.755021,9.265481,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,231
48.75498,9.265504,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,230
48.757806,9.255843,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,235
48.768106,9.264407,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,228
48.758437,9.23779,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,259
48.76427,9.26773,30,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,229
48.790298,9.23235,30,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,222
48.814907,9.226338,75,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,"AC Steckdose Typ 2, DC Kupplung Combo",50,"AC Steckdose Typ 2, AC Kupplung Typ 2, DC CHAdeMO",50,,,219
48.78897678,9.237547717,22,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,,,,,222
48.78900962,9.237587072,22,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,,,,,222
48.78905777,9.237684091,22,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,,,,,222
48.78904883,9.237545877,22,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,,,,,222
48.78914408,9.237882453,22,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,,,,,222
48.78923392,9.238184277,22,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,,,,,225
48.78930371,9.238262471,22,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,,,,,225
48.78864119,9.236453525,22,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,,,,,224
48.78920618,9.238091226,22,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,,,,,225
48.78872442,9.236554248,22,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,,,,,224
48.78871901,9.236550776,22,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,,,,,224
48.78874608,9.236835783,22,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,,,,,224
48.7888779,9.236926693,22,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,,,,,224
48.78890975,9.236987665,22,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,,,,,224
48.788891,9.237155761,22,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,,,,,224
48.78901612,9.237309906,22,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,,,,,224
48.78898051,9.23742567,22,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,,,,,224
48.78898723,9.237365531,22,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,,,,,224
48.78899312,9.237399479,22,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,,,,,224
48.789241,9.238264245,22,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,,,,,225
48.79694985,9.235997112,44,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,,,,,224
48.79698255,9.235912293,44,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,,,,,224
48.79700593,9.235867015,44,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,,,,,224
48.79704294,9.235787712,44,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,,,,,225
48.79707197,9.235725327,44,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,,,,,225
48.79711941,9.235643314,44,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,,,,,225
48.79715078,9.23558623,44,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,,,,,225
48.78730309,9.2338494,44,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,,,,,225
48.78721235,9.23401459,44,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,,,,,225
48.78724194,9.23406584,44,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,,,,,225
48.78727152,9.23411709,44,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,,,,,225
48.78730539,9.23384637,44,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,,,,,225
48.78733267,9.23390064,44,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,,,,,225
48.78733497,9.23389759,44,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,,,,,225
48.78736224,9.23395189,44,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,,,,,225
48.78736455,9.23394884,44,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,,,,,225
48.78739182,9.23400313,44,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,,,,,225
48.78739413,9.23400008,44,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,,,,,225
48.78742141,9.23405436,44,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,,,,,225
48.78742371,9.23405133,44,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,,,,,225
48.78745099,9.23410562,44,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,,,,,225
48.78745329,9.23410257,44,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,,,,,225
48.78748057,9.23415686,44,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,,,,,225
48.78748288,9.23415381,44,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,,,,,225
48.78751246,9.23420506,44,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,,,,,224
48.78741126,9.23370646,44,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,,,,,225
48.78744084,9.23375769,44,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,,,,,225
48.78903259,9.23765277,44,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,,,,,222
48.78901235,9.23759152,44,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,,,,,222
48.78899351,9.2375332,44,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,,,,,222
48.78895214,9.23740949,44,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,,,,,224
48.78893286,9.23735157,44,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,,,,,224
48.78891172,9.23728782,44,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,,,,,224
48.78889154,9.23722692,44,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,,,,,224
48.78886572,9.23763193,44,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,,,,,222
48.78884587,9.23757093,44,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,,,,,222
48.7888255,9.23751007,44,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,,,,,222
48.78863612,9.23742593,44,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,,,,,224
48.78865619,9.2374857,44,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,,,,,224
48.78867717,9.23754632,44,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,,,,,222
48.78869686,9.23760808,44,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,,,,,222
48.78871591,9.23766836,44,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,,,,,222
48.76160939,9.2643437,44,AC Kupplung Typ 2,22,AC Kupplung Typ 2,22,,,,,228
48.7875608,9.2319488,44,AC Steckdose Typ 2,22,AC Kupplung Typ 2,22,,,,,222
48.78770291,9.232078746,44,AC Steckdose Typ 2,22,AC Kupplung Typ 2,22,,,,,222
48.78745551,9.23195,44,AC Steckdose Typ 2,22,AC Kupplung Typ 2,22,,,,,223
48.802553,9.228851,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,235
48.804461,9.218079,44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,223
48.80336,9.22588,30,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,233
48.80383,9.22973,30,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,234
48.80506,9.21242,30,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,220
48.80557,9.2142,30,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,,,,,224
