Latitude,Longitude,Elevation,Power
48.0665,9.6101,588.0,22.0
48.003414,9.658568,567.0,22.0
48.0065,9.65591,572.0,22.0
48.004245,9.652649,579.0,22.0
47.993,9.98683,637.0,22.0
48.013527,10.031169,602.0,22.0
47.955148,9.940088,677.0,22.0
47.9753074,9.9403362,654.0,22.0
48.18667,9.83276,508.0,11.0
48.174367,9.793933,523.0,22.0
47.986925,9.771755,582.0,50.0
48.002722,9.823643,585.0,22.0
48.000146,9.891401,681.0,22.0
48.15324,9.85579,534.0,22.0
48.0642929,9.8301367,542.0,22.0
48.042221,10.081933,570.0,22.0
48.04271,10.08159,567.0,22.0
48.046929,10.079806,565.0,11.0
48.1247,10.112164,536.0,50.0
48.12546,10.109536,536.0,150.0
48.124692,10.112158,536.0,150.0
48.125522,10.10901657,536.0,150.0
48.201828,10.838866,544.0,22.0
48.088473,10.076206,551.0,22.0
48.0697961,10.1260109,556.0,50.0
48.22173,9.87497,514.0,33.0
48.230169,9.888418,528.0,22.0
48.230389,9.885396,508.0,22.0
48.226264,9.879258,501.0,22.0
48.22086995,9.873656631,513.0,22.0
48.241357,9.86638,497.0,22.0
48.241252,9.883304,513.0,22.0
48.174909,9.974139,521.0,22.0
48.26728821,9.89018631,500.0,22.0
48.122172,9.961048,568.0,22.0
48.1911,10.020727,541.0,22.0
48.1982613,9.495429,531.0,11.0
48.15492,9.474131,541.0,22.0
48.154073,9.470771,531.0,50.0
48.15164,9.47771,530.0,150.0
48.154433,9.50016,546.0,22.0
48.177931,9.611834,565.0,22.0
48.68333718,9.011008086,442.0,22.0
48.686785,9.013469,452.0,22.0
48.688006,8.999776,434.0,22.0
48.696,9.0275,462.0,22.0
48.6844496,9.0306014,471.0,22.0
48.6890132,9.0260393,497.0,22.0
48.692593,9.013739,445.0,22.0
48.6846647,9.0117138,445.0,22.0
48.6790811,9.0131391,446.0,50.0
48.69435522,9.012954682,436.0,22.0
48.69433677,9.0128921,436.0,22.0
48.69431672,9.012831301,436.0,22.0
48.69429768,9.01277028,436.0,22.0
48.69427821,9.012707919,436.0,22.0
48.69425962,9.012646899,436.0,22.0
48.69424014,9.01258722,436.0,22.0
48.69422111,9.012525529,436.0,22.0
48.69420252,9.012463167,435.0,22.0
48.69418354,9.012402597,435.0,22.0
48.6939663,9.013232741,439.0,22.0
48.69394816,9.013171721,439.0,22.0
48.69392868,9.01311003,439.0,22.0
48.69390965,9.01304968,439.0,22.0
48.69386981,9.012926298,439.0,22.0
48.69385211,9.012865278,439.0,22.0
48.69383308,9.012803587,439.0,22.0
48.69381183,9.012741226,439.0,22.0
48.6937928,9.012680206,439.0,22.0
48.69377402,9.012620158,439.0,22.0
48.69375473,9.012558165,439.0,22.0
48.69416327,9.012340236,436.0,22.0
48.69414379,9.012277204,436.0,22.0
48.69396962,9.013241558,439.0,22.0
48.6939493,9.013180538,439.0,22.0
48.6939308,9.013120188,439.0,22.0
48.6939099,9.013057827,439.0,22.0
48.6938908,9.012996442,439.0,22.0
48.69387187,9.012933774,439.0,22.0
48.69385267,9.012874095,439.0,22.0
48.69383383,9.012811734,439.0,22.0
48.69381419,9.012750714,439.0,22.0
48.69379529,9.012690364,439.0,22.0
48.69377629,9.012630873,439.0,22.0
48.69375764,9.012567082,439.0,22.0
48.6943586,9.012963949,436.0,22.0
48.69433839,9.012902259,436.0,22.0
48.69431854,9.012840568,436.0,22.0
48.69430041,9.012778877,436.0,22.0
48.69428103,9.012717186,436.0,22.0
48.69426216,9.012655495,436.0,22.0
48.69424123,9.012595146,436.0,22.0
48.69422264,9.012534125,436.0,22.0
48.69420449,9.012472435,435.0,22.0
48.69418457,9.012412085,435.0,22.0
48.6941651,9.012351065,436.0,22.0
48.69414651,9.012286692,436.0,22.0
48.67545784,9.017369104,451.0,62.0
48.67545479,9.01731176,451.0,22.0
48.67022,9.03354,480.0,22.0
48.669837,9.033949,475.0,22.0
48.691358,9.003707,431.0,150.0
48.690581,9.003732,431.0,22.0
48.683311,8.992297,432.0,50.0
48.68567,8.99349,432.0,20.0
48.6680577,9.0032048,497.0,22.0
48.6890366,9.0046706,435.0,22.0
48.673577,9.0085623,478.0,22.0
48.6816776,9.0087264,443.0,22.0
48.682624,8.998616,435.0,22.0
48.68291055,8.983213273,427.0,22.0
48.683113,8.983586,429.0,22.0
48.6841339,8.9844347,428.0,22.0
48.6840368,8.983722077,427.0,22.0
48.68401605,8.983626427,427.0,22.0
48.68394973,8.983640766,427.0,22.0
48.68415161,8.984072602,427.0,22.0
48.68382223,8.984035051,427.0,22.0
48.6838913,8.98394922,427.0,22.0
48.68441103,8.984719014,429.0,22.0
48.68983466,9.005226522,434.0,150.0
48.705104,9.000604,437.0,22.0
48.708118,9.001869,437.0,22.0
48.716762,8.994477,457.0,22.0
48.7177085,9.0018463,454.0,22.0
48.712611,8.99,438.0,22.0
48.709428,9.005928,444.0,22.0
48.71327347,8.988978885,436.0,22.0
48.702474,9.007019,432.0,22.0
48.69451671,8.999132543,428.0,22.0
48.69443653,8.999193415,430.0,22.0
48.69447513,8.999162168,428.0,22.0
48.69439047,8.999238379,430.0,22.0
48.69455604,8.999101528,428.0,22.0
48.69675725,9.000930939,432.0,22.0
48.69729045,9.000599086,433.0,22.0
48.69737189,9.000346237,433.0,22.0
48.69733736,9.000456929,433.0,22.0
48.6967291,9.00102198,432.0,22.0
48.69731244,9.000532476,433.0,22.0
48.69706874,9.000456827,433.0,22.0
48.6968675,9.000585075,433.0,22.0
48.69684693,9.000650789,433.0,22.0
48.69702776,9.000090705,433.0,22.0
48.69700802,9.000148373,433.0,22.0
48.69695615,9.000311987,433.0,22.0
48.69697979,9.000236215,433.0,22.0
48.69687707,9.000561535,433.0,22.0
48.6969103,9.000457754,433.0,22.0
48.69734993,9.000413962,433.0,22.0
48.69699271,9.000196652,433.0,22.0
48.69678607,9.000837203,432.0,22.0
48.6972381,9.000769707,433.0,22.0
48.69682059,9.000732597,433.0,22.0
48.69689389,9.000509232,433.0,22.0
48.69673884,9.000993816,432.0,22.0
48.70557761,8.991458453,441.0,22.0
48.70559752,8.991400114,441.0,22.0
48.70561566,8.991340435,441.0,22.0
48.70563421,8.991282768,441.0,22.0
48.70565416,8.991223759,441.0,22.0
48.70567275,8.991164751,441.0,22.0
48.70542678,8.991492498,441.0,22.0
48.70544425,8.991436172,441.0,22.0
48.70544992,8.991382332,441.0,22.0
48.7054598,8.9913536,441.0,22.0
48.70546998,8.991323477,441.0,22.0
48.70547795,8.991296366,441.0,22.0
48.70548912,8.991264621,441.0,22.0
48.70549748,8.991236074,441.0,22.0
48.70550719,8.991206615,441.0,22.0
48.70551627,8.991178162,441.0,22.0
48.70552561,8.991148001,441.0,22.0
48.70553539,8.991119191,441.0,22.0
48.70554513,8.99108837,441.0,22.0
48.70555392,8.991059853,441.0,22.0
48.70541157,8.991046908,441.0,22.0
48.70539332,8.991106862,441.0,22.0
48.70537401,8.991164818,441.0,22.0
48.70535566,8.991223137,441.0,22.0
48.70533695,8.991281476,441.0,22.0
48.7009515,8.984018474,437.0,22.0
48.70100589,8.984061389,437.0,22.0
48.70100456,8.983997016,437.0,22.0
48.70141746,8.984220981,436.0,22.0
48.70140065,8.984279989,436.0,22.0
48.70138158,8.984338328,436.0,22.0
48.70149314,8.984419464,436.0,22.0
48.70151261,8.984362467,436.0,22.0
48.70153341,8.984304129,436.0,22.0
48.70186798,8.982789352,438.0,22.0
48.70187639,8.982727661,438.0,22.0
48.70189365,8.982741743,438.0,22.0
48.70189675,8.982668652,438.0,22.0
48.70191312,8.982682063,438.0,22.0
48.701914,8.982608303,438.0,22.0
48.70193082,8.982622384,438.0,22.0
48.70193259,8.982551306,438.0,22.0
48.70195295,8.982566058,438.0,22.0
48.70195074,8.982491627,436.0,22.0
48.70197065,8.982506379,438.0,22.0
48.70197065,8.982433959,436.0,22.0
48.70198835,8.98244737,436.0,22.0
48.70199543,8.982391044,436.0,22.0
48.70158298,8.982680052,437.0,22.0
48.70157545,8.982741743,437.0,22.0
48.70155908,8.982729002,437.0,22.0
48.70154802,8.982789352,437.0,22.0
48.7017392,8.982694804,438.0,22.0
48.70176575,8.982646524,438.0,22.0
48.70174761,8.982633113,438.0,22.0
48.7017839,8.982586174,438.0,22.0
48.70176796,8.982574775,438.0,22.0
48.70180248,8.982527836,438.0,22.0
48.70178611,8.982515096,438.0,22.0
48.70182107,8.982468157,436.0,22.0
48.70180514,8.982456758,436.0,22.0
48.70184098,8.98241049,436.0,22.0
48.7018231,8.982397211,436.0,22.0
48.70185875,8.982350811,436.0,22.0
48.70184364,8.982340082,436.0,22.0
48.70186754,8.982293143,436.0,22.0
48.70160909,8.982598915,437.0,22.0
48.70163476,8.982551306,437.0,22.0
48.70162015,8.982539236,437.0,22.0
48.70163962,8.982479557,434.0,22.0
48.70165467,8.982490956,434.0,22.0
48.70165954,8.982421889,434.0,22.0
48.70167326,8.982431947,436.0,22.0
48.7016945,8.98237428,436.0,22.0
48.70167636,8.982362881,436.0,22.0
48.70171264,8.982315271,436.0,22.0
48.70169671,8.98230186,436.0,22.0
48.70173123,8.982256933,436.0,22.0
48.70171397,8.982243522,436.0,22.0
48.70174362,8.982195913,436.0,22.0
48.70238576,8.983166202,438.0,22.0
48.70239328,8.983105852,438.0,22.0
48.70240789,8.98311524,438.0,22.0
48.70241275,8.983048856,438.0,22.0
48.70242736,8.983057573,438.0,22.0
48.70243886,8.982998564,438.0,22.0
48.69157858,8.977495505,423.0,22.0
48.69156333,8.977431132,423.0,22.0
48.69151532,8.977203815,423.0,22.0
48.6914012,8.976619094,424.0,22.0
48.69142189,8.976749851,423.0,22.0
48.69140684,8.976684808,423.0,22.0
48.69152901,8.977268188,423.0,22.0
48.69690911,9.000025042,433.0,22.0
48.6968914,9.000086733,433.0,22.0
48.69686839,9.00015647,433.0,22.0
48.69685423,9.000215479,433.0,22.0
48.69683298,9.000266441,433.0,22.0
48.69674977,9.000513204,433.0,22.0
48.69671437,9.000636586,433.0,22.0
48.69672676,9.000572213,433.0,22.0
48.69668781,9.000682183,433.0,22.0
48.69667188,9.000757285,433.0,22.0
48.69664886,9.000805565,428.0,22.0
48.69662939,9.00087262,428.0,22.0
48.69662054,9.000298628,428.0,22.0
48.69679403,9.000381776,433.0,22.0
48.69660991,9.000363001,428.0,22.0
48.69659398,9.000413962,428.0,22.0
48.69657274,9.000475653,428.0,22.0
48.69653733,9.000580259,428.0,22.0
48.69652671,9.000625857,428.0,22.0
48.696509,9.000679501,428.0,22.0
48.6964913,9.000730463,428.0,22.0
48.69647782,9.000781747,428.0,22.0
48.69656034,9.000521251,428.0,22.0
48.69681705,9.000330814,433.0,22.0
48.70575943,8.991747643,441.0,22.0
48.70573641,8.991799946,441.0,22.0
48.7058966,8.991402979,445.0,22.0
48.70587935,8.991461988,445.0,22.0
48.70586297,8.991502892,445.0,22.0
48.70584881,8.99154983,445.0,22.0
48.705832,8.991608168,441.0,22.0
48.70602582,8.991479422,445.0,22.0
48.70601343,8.991533066,445.0,22.0
48.70596298,8.991702046,442.0,22.0
48.70597714,8.991641696,445.0,22.0
48.70594174,8.99175569,442.0,22.0
48.70592316,8.991802628,442.0,22.0
48.70604529,8.990470912,440.0,22.0
48.70603113,8.990535285,440.0,22.0
48.70599661,8.990623798,440.0,22.0
48.70600812,8.990580882,440.0,22.0
48.70593555,8.990815575,440.0,22.0
48.70592404,8.990871902,445.0,22.0
48.70589705,8.990933593,445.0,22.0
48.70587802,8.990997966,445.0,22.0
48.70585766,8.991050269,445.0,22.0
48.70577978,8.991307761,441.0,22.0
48.70576031,8.991358723,441.0,22.0
48.70574261,8.991405661,441.0,22.0
48.70572756,8.991457965,441.0,22.0
48.70570544,8.991519655,441.0,22.0
48.70569039,8.991566594,441.0,22.0
48.70565411,8.991677906,441.0,22.0
48.70563552,8.991723503,441.0,22.0
48.70561693,8.991789217,441.0,22.0
48.70589306,8.991362746,445.0,22.0
48.70587359,8.99138018,445.0,22.0
48.70585943,8.991439189,445.0,22.0
48.70583908,8.991487469,445.0,22.0
48.7058258,8.991534407,441.0,22.0
48.7058081,8.991589393,441.0,22.0
48.70577978,8.991696681,441.0,22.0
48.70581665,8.991618109,441.0,22.0
48.70579086,8.991647398,441.0,22.0
48.70134137,8.981968624,434.0,22.0
48.70135907,8.981909615,434.0,22.0
48.70137677,8.981847924,434.0,22.0
48.70139536,8.981788916,434.0,22.0
48.70141505,8.981731248,434.0,22.0
48.7014759,8.981541482,429.0,22.0
48.70130862,8.982543287,437.0,22.0
48.7012887,8.982604307,437.0,22.0
48.70127144,8.982661304,437.0,22.0
48.70125109,8.982725677,437.0,22.0
48.70122896,8.982794744,437.0,22.0
48.70120949,8.982851741,437.0,22.0
48.70111655,8.983144102,437.0,22.0
48.70113337,8.983090458,437.0,22.0
48.7011524,8.983028767,437.0,22.0
48.70117143,8.982969088,437.0,22.0
48.70119134,8.98291142,437.0,22.0
48.70134978,8.982411859,434.0,22.0
48.70136217,8.982348827,434.0,22.0
48.7013781,8.982359556,434.0,22.0
48.7013188,8.98202428,434.0,22.0
48.70129888,8.982083288,434.0,22.0
48.70126149,8.982199975,434.0,22.0
48.7012803,8.982141626,434.0,22.0
48.70124312,8.982256961,434.0,22.0
48.7011909,8.982421247,434.0,22.0
48.70117098,8.982478914,434.0,22.0
48.70118072,8.982448069,434.0,22.0
48.70116213,8.982507077,437.0,22.0
48.70112009,8.982636494,437.0,22.0
48.70111212,8.982665998,437.0,22.0
48.70110593,8.982706902,437.0,22.0
48.70109442,8.982696843,437.0,22.0
48.70108911,8.982763899,437.0,22.0
48.70107052,8.982822907,437.0,22.0
48.70104574,8.98287521,437.0,22.0
48.70103778,8.982867164,437.0,22.0
48.70103291,8.982940254,437.0,22.0
48.70102052,8.982928184,437.0,22.0
48.70101432,8.983002615,437.0,22.0
48.70099927,8.98298384,437.0,22.0
48.70099352,8.983054248,437.0,22.0
48.7009829,8.983045531,437.0,22.0
48.70097006,8.983106551,437.0,22.0
48.7015414,8.982307923,434.0,22.0
48.70152813,8.982358215,434.0,22.0
48.70149228,8.982443375,434.0,22.0
48.70147989,8.982508418,437.0,22.0
48.70161929,8.981582386,429.0,22.0
48.70160601,8.981631336,429.0,22.0
48.70160203,8.981642065,429.0,22.0
48.70158743,8.98169638,434.0,22.0
48.70156264,8.981767458,434.0,22.0
48.70153742,8.981820432,434.0,22.0
48.70154981,8.98183049,434.0,22.0
48.7015268,8.981877429,434.0,22.0
48.70151087,8.981945825,434.0,22.0
48.70150024,8.981938449,434.0,22.0
48.70148874,8.981998799,434.0,22.0
48.70148033,8.982025621,434.0,22.0
48.70147325,8.982057137,434.0,22.0
48.70139182,8.982295853,434.0,22.0
48.70186286,8.981827446,436.0,22.0
48.70184582,8.981887172,436.0,22.0
48.70182104,8.981960262,436.0,22.0
48.70180289,8.9820186,436.0,22.0
48.70178121,8.982074256,436.0,22.0
48.70176616,8.982137288,436.0,22.0
48.701752,8.981671925,436.0,22.0
48.7017343,8.981722887,436.0,22.0
48.70172876,8.98174205,436.0,22.0
48.7017146,8.98179033,436.0,22.0
48.69227602,8.976890338,425.0,22.0
48.70169192,8.981862416,436.0,22.0
48.69225167,8.976912466,425.0,22.0
48.69228089,8.976924536,425.0,22.0
48.70166935,8.981919413,436.0,22.0
48.69226318,8.976948676,425.0,22.0
48.69229461,8.976975498,425.0,22.0
48.70165087,8.981975402,434.0,22.0
48.69227115,8.976992262,425.0,22.0
48.69230036,8.977029142,425.0,22.0
48.70165691,8.981980694,434.0,22.0
48.69228443,8.977031824,425.0,22.0
48.69231099,8.977077422,425.0,22.0
48.69229859,8.977088151,425.0,22.0
48.69238535,8.977436838,425.0,22.0
48.692334,8.977353689,425.0,22.0
48.69235171,8.977404651,425.0,22.0
48.69236941,8.977396605,425.0,22.0
48.69235879,8.977340278,425.0,22.0
48.70161796,8.982094017,434.0,22.0
48.70160646,8.982122851,434.0,22.0
48.70159893,8.982155037,434.0,22.0
48.70163921,8.982040373,434.0,22.0
48.69236764,8.977452931,425.0,22.0
48.69239243,8.977490482,425.0,22.0
48.6923765,8.977493164,425.0,22.0
48.69240483,8.977533397,425.0,22.0
48.6923765,8.977549491,425.0,22.0
48.69222423,8.977418062,425.0,22.0
48.69218528,8.977423427,425.0,22.0
48.69222069,8.977455613,425.0,22.0
48.69218528,8.977460978,425.0,22.0
48.69224017,8.977519986,425.0,22.0
48.69220298,8.977541444,425.0,22.0
48.69225079,8.977565584,425.0,22.0
48.69222069,8.977581677,425.0,22.0
48.69225964,8.977605817,425.0,22.0
48.70167565,8.98192444,436.0,22.0
48.70163168,8.982032997,434.0,22.0
48.70150511,8.982454774,434.0,22.0
48.70152193,8.981893522,434.0,22.0
48.69676925,9.000454196,433.0,22.0
48.70838997,8.989898074,441.0,22.0
48.689928,8.993886,426.0,150.0
48.71097459,9.020163304,457.0,11.0
48.7064581,9.022481902,439.0,22.0
48.70854282,9.013871456,444.0,22.0
48.695536,9.013158,439.0,22.0
48.706694,9.029095,439.0,50.0
48.702997,9.005091,436.0,150.0
48.723429,9.014175,454.0,22.0
48.702532,9.013724,435.0,22.0
48.706539,9.009261,438.0,22.0
48.700209,9.017351,468.0,22.0
48.7080768,9.034004,448.0,22.0
48.69557,9.00674,437.0,150.0
48.69562,9.00687,437.0,22.0
48.7051579,9.0178537,432.0,50.0
48.725255,9.008961,465.0,22.0
48.741553,9.03325,516.0,50.0
48.7416682,9.0331385,510.0,150.0
48.741374,9.033108,516.0,150.0
48.695889,8.940333,427.0,22.0
48.722472,8.964417,465.0,22.0
48.345541,8.550419,589.0,22.0
48.588576,8.855886,414.0,22.0
48.594346,8.860373,426.0,22.0
48.5991518,8.870362,428.0,22.0
48.58102285,8.89413935,417.0,150.0
48.5809662,8.8943564,417.0,150.0
48.5983289,8.8684822,426.0,11.0
48.5983084,8.8684822,426.0,11.0
48.5983084,8.8685035,426.0,22.0
48.64344406,9.010129929,492.0,22.0
48.6470836,9.007597,491.0,22.0
48.627423,9.02929,505.0,22.0
48.62245941,9.057906151,483.0,22.0
48.620513,9.045081,477.0,22.0
48.620503,9.045081,477.0,22.0
48.625575,9.055152,475.0,11.0
48.659452,9.063046,436.0,22.0
48.66906,9.06905,462.0,22.0
48.742305,8.964577,426.0,22.0
48.746684,8.952215,418.0,22.0
48.639228,9.140512,394.0,22.0
48.638619,9.1234,351.0,22.0
48.63047,9.138893,397.0,22.0
48.639312,9.13999,396.0,22.0
48.636746,8.90867,457.0,22.0
48.625023,8.923524,452.0,22.0
48.639459,8.90791,452.0,22.0
48.642003,8.902448,468.0,22.0
48.6422355,8.8997794,474.0,22.0
48.62543,8.92365,452.0,22.0
48.625422,8.923513,452.0,22.0
48.55975,8.85785,440.0,22.0
48.55992217,8.857526122,440.0,22.0
48.56494,8.77474,580.0,22.0
48.569886,8.781577,552.0,22.0
48.562974,8.774716,577.0,22.0
48.678733,8.898815,423.0,22.0
48.66351,8.941271,461.0,11.0
48.659957,8.943261,446.0,22.0
48.661537,8.939208,454.0,22.0
48.660051,8.943198,449.0,22.0
48.65751,9.118663,439.0,22.0
48.66068,9.119267,426.0,22.0
48.669433,9.124433,453.0,22.0
48.52148,8.835588,463.0,22.0
48.507589,8.8281793,475.0,150.0
48.5076234,8.828266,475.0,150.0
48.63208,8.900146,463.0,11.0
48.37558,8.54006,453.0,11.0
48.614545,8.903146,484.0,50.0
48.616422,8.908525,483.0,50.0
48.616312,8.908312,477.0,75.0
48.630655,8.994304,474.0,22.0
48.627736,8.99698,482.0,11.0
48.625351,8.967268,482.0,22.0
48.53489,8.76479,549.0,22.0
48.785079,9.017713,371.0,150.0
48.7852,9.01744,371.0,50.0
48.788864,9.029108,393.0,22.0
48.7976969,9.0045049,384.0,50.0
48.78942,9.01682,374.0,22.0
48.79521,9.001552,382.0,22.0
48.79524,9.00155,382.0,22.0
48.795266,9.001558,382.0,22.0
48.819242,9.01119,395.0,22.0
48.79882,9.01276,373.0,22.0
48.789268,9.017393,374.0,22.0
48.79713,9.0060064,385.0,50.0
48.78582213,9.020341572,373.0,22.0
48.7858239,9.0201565,373.0,22.0
48.78426787,9.006207141,375.0,22.0
48.78431518,9.006211663,375.0,22.0
48.78459053,9.005806032,375.0,22.0
48.787618,9.016143,372.0,22.0
48.769109,8.851804,393.0,22.0
48.749413,8.873119,395.0,22.0
48.756324,8.873396,402.0,22.0
48.728443,8.891751,407.0,22.0
48.777416,8.932631,411.0,50.0
48.787406,8.92215,452.0,22.0
48.787423,8.92222,452.0,22.0
48.786703,8.912432,458.0,22.0
48.786688,8.912294,458.0,22.0
48.787416,8.922251,452.0,22.0
48.786675,8.912231,458.0,22.0
48.787424,8.922311,452.0,22.0
48.787442,8.922406,452.0,22.0
48.78746,8.922543,458.0,22.0
48.786667,8.912166,458.0,22.0
48.78745,8.922477,452.0,22.0
48.787273,8.92219,452.0,22.0
48.788201,8.913796,460.0,22.0
48.788162,8.913807,460.0,22.0
48.788118,8.91382,460.0,22.0
48.788073,8.913837,460.0,22.0
48.788028,8.91385,460.0,22.0
48.787986,8.913864,460.0,22.0
48.787943,8.913881,460.0,22.0
48.787897,8.913892,460.0,22.0
48.787852,8.913907,460.0,22.0
48.787813,8.913923,460.0,22.0
48.787723,8.913953,460.0,22.0
48.787531,8.913535,460.0,22.0
48.787489,8.91355,457.0,22.0
48.787447,8.913568,457.0,22.0
48.787768,8.913942,460.0,22.0
48.7881,8.91377,460.0,22.0
48.78815,8.91377,460.0,22.0
48.7629862,8.93189359,409.0,50.0
48.7773787,8.9362719,414.0,50.0
48.8092186,8.9361285,460.0,11.0
48.808142,8.947375,440.0,22.0
48.812009,8.922092,487.0,150.0
48.81095992,8.927311451,472.0,150.0
48.837556,8.913689,397.0,22.0
48.846757,8.929591,356.0,22.0
48.832479,8.912313,409.0,22.0
48.833902,8.9134819,404.0,22.0
48.64596558,8.817254066,581.0,22.0
48.6515122,8.8237022,573.0,22.0
48.651686,8.823179,572.0,22.0
47.797917,9.090401,400.0,50.0
47.657432,9.456278,422.0,21.0
47.664067,9.482701,406.0,50.0
47.6574185,9.4527901,411.0,50.0
47.652181,9.473937,398.0,22.0
47.654017,9.476289,400.0,22.0
47.66545,9.445376,433.0,22.0
47.657459,9.452742,411.0,22.0
47.658892,9.433681,403.0,22.0
47.664242,9.480667,409.0,22.0
47.650139,9.478361,398.0,22.0
47.650096,9.47839,398.0,22.0
47.650046,9.478428,398.0,22.0
47.649999,9.478449,392.0,22.0
47.654039,9.473739,403.0,22.0
47.653993,9.473777,403.0,22.0
47.654024,9.473761,403.0,22.0
